tripid,hhid,persid,tripno,trippoststratweight,transport_mode,cumdist,linkmode,homesubregion_ASGS,homeregion_ASGS
Y24H5740340P02T02,Y24H5740340,Y24H5740340P02,2,678.48551527,Active,2.45053,Walking,MELB - Inner,Greater Melbourne
Y24H5740340P02T03,Y24H5740340,Y24H5740340P02,3,678.48551527,Private,3.17895,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H5740340P02T04,Y24H5740340,Y24H5740340P02,4,678.48551527,Private,3.17895,Vehicle Passenger,MELB - Inner,Greater Melbourne
Y24H5740501P02T01,Y24H5740501,Y24H5740501P02,1,464.258985493,Active,0.38306,Walking,MELB - Outer,Greater Melbourne
Y24H5740501P02T02,Y24H5740501,Y24H5740501P02,2,464.258985493,Active,0.38306,Walking,MELB - Outer,Greater Melbourne
Y24H5740501P02T03,Y24H5740501,Y24H5740501P02,3,464.258985493,Active,0.38306,Walking,MELB - Outer,Greater Melbourne
Y24H5740501P02T04,Y24H5740501,Y24H5740501P02,4,464.258985493,Active,0.38306,Walking,MELB - Outer,Greater Melbourne
Y24H5740501P03T01,Y24H5740501,Y24H5740501P03,1,358.71152487,Active,0.38306,Walking,MELB - Outer,Greater Melbourne
Y24H5740501P03T02,Y24H5740501,Y24H5740501P03,2,358.71152487,Active,0.38306,Walking,MELB - Outer,Greater Melbourne
Y24H5740501P04T01,Y24H5740501,Y24H5740501P04,1,356.730442367,Active,0.38306,Walking,MELB - Outer,Greater Melbourne
Y24H5740501P04T02,Y24H5740501,Y24H5740501P04,2,356.730442367,Active,0.38306,Walking,MELB - Outer,Greater Melbourne
Y24H5740504P01T01,Y24H5740504,Y24H5740504P01,1,382.958469329,Private,4.64778,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740504P01T02,Y24H5740504,Y24H5740504P01,2,382.958469329,Private,4.64778,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740504P01T03,Y24H5740504,Y24H5740504P01,3,382.958469329,Private,5.27137,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740504P01T04,Y24H5740504,Y24H5740504P01,4,382.958469329,Private,5.27137,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740504P01T05,Y24H5740504,Y24H5740504P01,5,382.958469329,Private,2.56242,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740504P01T06,Y24H5740504,Y24H5740504P01,6,382.958469329,Private,2.56242,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740504P01T07,Y24H5740504,Y24H5740504P01,7,382.958469329,Private,4.64778,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740504P01T08,Y24H5740504,Y24H5740504P01,8,382.958469329,Private,4.64778,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740505P01T01,Y24H5740505,Y24H5740505P01,1,445.074066775,Private,17.22882,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740505P01T02,Y24H5740505,Y24H5740505P01,2,445.074066775,Private,17.22882,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740505P01T03,Y24H5740505,Y24H5740505P01,3,445.074066775,Private,28.58858,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740505P01T04,Y24H5740505,Y24H5740505P01,4,445.074066775,Private,0.44328,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740505P01T05,Y24H5740505,Y24H5740505P01,5,445.074066775,Private,28.58111,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740505P02T01,Y24H5740505,Y24H5740505P02,1,876.122779431,Public,3.21214,Public Bus,MELB - Outer,Greater Melbourne
Y24H5740505P02T02,Y24H5740505,Y24H5740505P02,2,876.122779431,Active,0.91672,Walking,MELB - Outer,Greater Melbourne
Y24H5740505P03T01,Y24H5740505,Y24H5740505P03,1,1104.956604473,Public,3.20171,Public Bus,MELB - Outer,Greater Melbourne
Y24H5740505P03T02,Y24H5740505,Y24H5740505P03,2,1104.956604473,Active,0.92139,Walking,MELB - Outer,Greater Melbourne
Y24H5740510P01T01,Y24H5740510,Y24H5740510P01,1,293.224358359,Private,6.62418,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740510P01T02,Y24H5740510,Y24H5740510P01,2,293.224358359,Private,6.62414,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740510P01T03,Y24H5740510,Y24H5740510P01,3,293.224358359,Private,6.62414,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740510P01T04,Y24H5740510,Y24H5740510P01,4,293.224358359,Private,6.62414,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740510P02T01,Y24H5740510,Y24H5740510P02,1,306.537486477,Public,44.30265,Train,MELB - Outer,Greater Melbourne
Y24H5740510P02T02,Y24H5740510,Y24H5740510P02,2,306.537486477,Public,44.29831,Train,MELB - Outer,Greater Melbourne
Y24H5740514P01T01,Y24H5740514,Y24H5740514P01,1,304.04897091,Private,3.00635,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740514P01T02,Y24H5740514,Y24H5740514P01,2,304.04897091,Private,3.00635,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740514P01T03,Y24H5740514,Y24H5740514P01,3,304.04897091,Private,4.02772,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740514P01T04,Y24H5740514,Y24H5740514P01,4,304.04897091,Private,4.02772,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740517P01T01,Y24H5740517,Y24H5740517P01,1,926.162994443,Private,7.01617,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740517P01T02,Y24H5740517,Y24H5740517P01,2,926.162994443,Private,11.97325,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740517P01T03,Y24H5740517,Y24H5740517P01,3,926.162994443,Private,1.42837,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740517P01T04,Y24H5740517,Y24H5740517P01,4,926.162994443,Private,1.42837,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740517P01T05,Y24H5740517,Y24H5740517P01,5,926.162994443,Private,11.97325,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740517P01T06,Y24H5740517,Y24H5740517P01,6,926.162994443,Private,6.81333,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740517P01T07,Y24H5740517,Y24H5740517P01,7,926.162994443,Private,4.34475,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740517P02T01,Y24H5740517,Y24H5740517P02,1,649.109169529,Private,7.01617,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740517P02T02,Y24H5740517,Y24H5740517P02,2,649.109169529,Private,6.81333,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740517P02T03,Y24H5740517,Y24H5740517P02,3,649.109169529,Private,4.34475,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740519P01T01,Y24H5740519,Y24H5740519P01,1,1050.57732897,Private,27.49228,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740519P01T02,Y24H5740519,Y24H5740519P01,2,1050.57732897,Private,23.5181,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740519P01T03,Y24H5740519,Y24H5740519P01,3,1050.57732897,Private,5.09818,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740519P02T01,Y24H5740519,Y24H5740519P02,1,961.482883753,Private,27.49228,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740519P02T02,Y24H5740519,Y24H5740519P02,2,961.482883753,Private,23.5181,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740519P02T03,Y24H5740519,Y24H5740519P02,3,961.482883753,Private,5.09818,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740519P03T01,Y24H5740519,Y24H5740519P03,1,861.04444954,Active,0.7363,Walking,MELB - Outer,Greater Melbourne
Y24H5740519P03T02,Y24H5740519,Y24H5740519P03,2,861.04444954,Active,0.7363,Walking,MELB - Outer,Greater Melbourne
Y24H5740520P01T01,Y24H5740520,Y24H5740520P01,1,884.696531684,Private,28.54042,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740520P01T02,Y24H5740520,Y24H5740520P01,2,884.696531684,Private,28.54042,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740520P02T01,Y24H5740520,Y24H5740520P02,1,966.675678695,Private,3.95795,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740520P02T02,Y24H5740520,Y24H5740520P02,2,966.675678695,Private,3.95795,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740522P02T01,Y24H5740522,Y24H5740522P02,1,219.588985053,Private,8.78115,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740522P02T02,Y24H5740522,Y24H5740522P02,2,219.588985053,Private,8.78115,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740522P03T01,Y24H5740522,Y24H5740522P03,1,649.896885287,Private,8.78115,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740522P03T02,Y24H5740522,Y24H5740522P03,2,649.896885287,Public,9.03027,Public Bus,MELB - Outer,Greater Melbourne
Y24H5740525P01T01,Y24H5740525,Y24H5740525P01,1,529.234697935,Private,2.74054,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740525P01T02,Y24H5740525,Y24H5740525P01,2,529.234697935,Private,2.74054,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740525P01T03,Y24H5740525,Y24H5740525P01,3,529.234697935,Private,3.55057,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740525P01T04,Y24H5740525,Y24H5740525P01,4,529.234697935,Private,7.83304,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740525P01T05,Y24H5740525,Y24H5740525P01,5,529.234697935,Private,9.7252,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740525P01T06,Y24H5740525,Y24H5740525P01,6,529.234697935,Private,11.37777,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740525P03T01,Y24H5740525,Y24H5740525P03,1,539.52073249,Active,0.14027,Walking,MELB - Outer,Greater Melbourne
Y24H5740525P03T02,Y24H5740525,Y24H5740525P03,2,539.52073249,Active,0.14027,Walking,MELB - Outer,Greater Melbourne
Y24H5740525P04T01,Y24H5740525,Y24H5740525P04,1,539.52073249,Active,0.14027,Walking,MELB - Outer,Greater Melbourne
Y24H5740525P04T02,Y24H5740525,Y24H5740525P04,2,539.52073249,Active,0.14027,Walking,MELB - Outer,Greater Melbourne
Y24H5740529P01T01,Y24H5740529,Y24H5740529P01,1,255.77476689,Private,2.34624,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740529P01T02,Y24H5740529,Y24H5740529P01,2,255.77476689,Private,2.34624,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740529P01T03,Y24H5740529,Y24H5740529P01,3,255.77476689,Private,0.53081,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740529P01T04,Y24H5740529,Y24H5740529P01,4,255.77476689,Private,0.53081,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740529P01T05,Y24H5740529,Y24H5740529P01,5,255.77476689,Private,5.54632,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740529P01T06,Y24H5740529,Y24H5740529P01,6,255.77476689,Private,5.54632,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740529P02T01,Y24H5740529,Y24H5740529P02,1,788.582154961,Private,0.53081,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740529P02T02,Y24H5740529,Y24H5740529P02,2,788.582154961,Private,0.53081,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740529P02T03,Y24H5740529,Y24H5740529P02,3,788.582154961,Active,0.50713,Walking,MELB - Outer,Greater Melbourne
Y24H5740529P02T04,Y24H5740529,Y24H5740529P02,4,788.582154961,Active,0.50713,Walking,MELB - Outer,Greater Melbourne
Y24H5740529P02T05,Y24H5740529,Y24H5740529P02,5,788.582154961,Active,0.53086,Walking,MELB - Outer,Greater Melbourne
Y24H5740529P02T06,Y24H5740529,Y24H5740529P02,6,788.582154961,Active,0.53081,Walking,MELB - Outer,Greater Melbourne
Y24H5740529P02T07,Y24H5740529,Y24H5740529P02,7,788.582154961,Active,0.50713,Walking,MELB - Outer,Greater Melbourne
Y24H5740529P02T08,Y24H5740529,Y24H5740529P02,8,788.582154961,Active,0.50713,Walking,MELB - Outer,Greater Melbourne
Y24H5740529P02T09,Y24H5740529,Y24H5740529P02,9,788.582154961,Private,5.54632,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740529P02T10,Y24H5740529,Y24H5740529P02,10,788.582154961,Private,5.54632,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740529P03T01,Y24H5740529,Y24H5740529P03,1,381.575096959,Private,0.53081,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740529P03T02,Y24H5740529,Y24H5740529P03,2,381.575096959,Active,0.53081,Walking,MELB - Outer,Greater Melbourne
Y24H5740529P03T03,Y24H5740529,Y24H5740529P03,3,381.575096959,Private,5.54632,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740529P03T04,Y24H5740529,Y24H5740529P03,4,381.575096959,Private,5.54632,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740530P02T01,Y24H5740530,Y24H5740530P02,1,457.084119783,Private,16.82733,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740530P02T02,Y24H5740530,Y24H5740530P02,2,457.084119783,Private,14.26485,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740530P02T03,Y24H5740530,Y24H5740530P02,3,457.084119783,Private,2.88441,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740530P02T04,Y24H5740530,Y24H5740530P02,4,457.084119783,Private,2.69976,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740530P02T05,Y24H5740530,Y24H5740530P02,5,457.084119783,Private,2.69976,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740530P03T01,Y24H5740530,Y24H5740530P03,1,253.160823667,Private,5.90582,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740530P03T02,Y24H5740530,Y24H5740530P03,2,253.160823667,Private,5.34242,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740530P03T03,Y24H5740530,Y24H5740530P03,3,253.160823667,Private,2.88441,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740532P01T01,Y24H5740532,Y24H5740532P01,1,273.349896972,Private,18.38438,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740532P01T02,Y24H5740532,Y24H5740532P01,2,273.349896972,Private,14.48403,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740532P01T03,Y24H5740532,Y24H5740532P01,3,273.349896972,Private,12.68832,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740532P02T01,Y24H5740532,Y24H5740532P02,1,415.907906573,Private,18.38438,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740532P02T02,Y24H5740532,Y24H5740532P02,2,415.907906573,Private,14.48403,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740532P02T03,Y24H5740532,Y24H5740532P02,3,415.907906573,Private,12.68832,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740533P01T01,Y24H5740533,Y24H5740533P01,1,402.847679723,Private,6.84792,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740533P01T02,Y24H5740533,Y24H5740533P01,2,402.847679723,Private,6.84792,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740533P01T03,Y24H5740533,Y24H5740533P01,3,402.847679723,Private,42.70477,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740533P01T04,Y24H5740533,Y24H5740533P01,4,402.847679723,Private,42.70477,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740533P02T01,Y24H5740533,Y24H5740533P02,1,367.212115535,Private,13.38469,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740533P02T02,Y24H5740533,Y24H5740533P02,2,367.212115535,Private,13.38469,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740533P02T03,Y24H5740533,Y24H5740533P02,3,367.212115535,Private,6.84792,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740533P02T04,Y24H5740533,Y24H5740533P02,4,367.212115535,Private,6.84792,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740533P03T01,Y24H5740533,Y24H5740533P03,1,960.586232123,Private,6.84792,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740533P03T02,Y24H5740533,Y24H5740533P03,2,960.586232123,Private,6.84792,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740534P01T01,Y24H5740534,Y24H5740534P01,1,344.998022071,Private,12.5628,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740534P01T02,Y24H5740534,Y24H5740534P01,2,344.998022071,Private,10.15434,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740534P01T03,Y24H5740534,Y24H5740534P01,3,344.998022071,Private,3.84538,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740534P01T04,Y24H5740534,Y24H5740534P01,4,344.998022071,Private,2.48713,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740534P01T05,Y24H5740534,Y24H5740534P01,5,344.998022071,Private,2.48713,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740536P01T01,Y24H5740536,Y24H5740536P01,1,610.972399041,Private,9.24683,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740536P01T02,Y24H5740536,Y24H5740536P01,2,610.972399041,Private,5.26564,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740536P01T03,Y24H5740536,Y24H5740536P01,3,610.972399041,Private,4.66377,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740536P01T04,Y24H5740536,Y24H5740536P01,4,610.972399041,Private,5.96911,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740536P01T05,Y24H5740536,Y24H5740536P01,5,610.972399041,Private,4.49155,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740536P01T06,Y24H5740536,Y24H5740536P01,6,610.972399041,Private,2.35083,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740539P01T01,Y24H5740539,Y24H5740539P01,1,477.981506367,Private,19.52765,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740539P01T02,Y24H5740539,Y24H5740539P01,2,477.981506367,Private,19.52765,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5740539P02T01,Y24H5740539,Y24H5740539P02,1,429.579724433,Private,19.52765,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740539P02T02,Y24H5740539,Y24H5740539P02,2,429.579724433,Private,19.52765,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740541P01T01,Y24H5740541,Y24H5740541P01,1,379.238369386,Private,339.9005,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H5740541P02T01,Y24H5740541,Y24H5740541P02,1,540.119075874,Private,339.9005,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750105P01T01,Y24H5750105,Y24H5750105P01,1,399.004703917,Private,89.68347,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750106P01T01,Y24H5750106,Y24H5750106P01,1,1298.702718885,Private,2.72482,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750106P01T02,Y24H5750106,Y24H5750106P01,2,1298.702718885,Private,2.72482,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750108P01T01,Y24H5750108,Y24H5750108P01,1,776.234101101,Private,4.61541,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750108P01T02,Y24H5750108,Y24H5750108P01,2,776.234101101,Private,4.61541,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750108P02T01,Y24H5750108,Y24H5750108P02,1,747.086939175,Private,4.20148,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750108P02T02,Y24H5750108,Y24H5750108P02,2,747.086939175,Private,4.20148,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750115P01T01,Y24H5750115,Y24H5750115P01,1,615.556985325,Active,0.97784,Walking,MELB - Outer,Greater Melbourne
Y24H5750115P01T02,Y24H5750115,Y24H5750115P01,2,615.556985325,Active,0.97784,Walking,MELB - Outer,Greater Melbourne
Y24H5750116P01T01,Y24H5750116,Y24H5750116P01,1,562.367657115,Private,2.80294,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750116P01T02,Y24H5750116,Y24H5750116P01,2,562.367657115,Private,2.80294,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750116P01T03,Y24H5750116,Y24H5750116P01,3,562.367657115,Active,2.69356,Walking,MELB - Outer,Greater Melbourne
Y24H5750116P01T04,Y24H5750116,Y24H5750116P01,4,562.367657115,Active,2.69356,Walking,MELB - Outer,Greater Melbourne
Y24H5750116P01T05,Y24H5750116,Y24H5750116P01,5,562.367657115,Private,5.6411,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750116P01T06,Y24H5750116,Y24H5750116P01,6,562.367657115,Private,5.6411,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T01,Y24H5750117,Y24H5750117P01,1,1286.704121149,Active,0.98273,Walking,MELB - Outer,Greater Melbourne
Y24H5750117P01T02,Y24H5750117,Y24H5750117P01,2,1286.704121149,Active,0.98273,Walking,MELB - Outer,Greater Melbourne
Y24H5750117P01T03,Y24H5750117,Y24H5750117P01,3,1286.704121149,Private,4.27623,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T04,Y24H5750117,Y24H5750117P01,4,1286.704121149,Private,0.33858,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T05,Y24H5750117,Y24H5750117P01,5,1286.704121149,Private,1.47707,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T06,Y24H5750117,Y24H5750117P01,6,1286.704121149,Private,2.91727,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T07,Y24H5750117,Y24H5750117P01,7,1286.704121149,Private,5.21056,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T08,Y24H5750117,Y24H5750117P01,8,1286.704121149,Private,1.73065,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T09,Y24H5750117,Y24H5750117P01,9,1286.704121149,Private,1.73081,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T10,Y24H5750117,Y24H5750117P01,10,1286.704121149,Private,1.83946,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T11,Y24H5750117,Y24H5750117P01,11,1286.704121149,Private,4.95333,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750117P01T12,Y24H5750117,Y24H5750117P01,12,1286.704121149,Active,1.22522,Walking,MELB - Outer,Greater Melbourne
Y24H5750117P01T13,Y24H5750117,Y24H5750117P01,13,1286.704121149,Active,1.22522,Walking,MELB - Outer,Greater Melbourne
Y24H5750123P01T01,Y24H5750123,Y24H5750123P01,1,610.56982043,Private,1.94153,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750123P01T02,Y24H5750123,Y24H5750123P01,2,610.56982043,Private,30.58129,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750123P01T03,Y24H5750123,Y24H5750123P01,3,610.56982043,Private,1.03184,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750123P01T04,Y24H5750123,Y24H5750123P01,4,610.56982043,Private,15.54017,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750123P01T05,Y24H5750123,Y24H5750123P01,5,610.56982043,Private,46.18526,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750123P01T06,Y24H5750123,Y24H5750123P01,6,610.56982043,Private,1.94153,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750123P01T07,Y24H5750123,Y24H5750123P01,7,610.56982043,Private,1.94153,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750123P02T01,Y24H5750123,Y24H5750123P02,1,1053.00323134,Private,4.82451,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750123P02T02,Y24H5750123,Y24H5750123P02,2,1053.00323134,Private,4.82451,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H5750203P01T01,Y24H5750203,Y24H5750203P01,1,525.611658096,Private,1.24148,Vehicle Driver,MELB - Middle,Greater Melbourne
